1;54;55;
2;55;56;
3;56;57;
4;57;58;
5;58;59;
6;59;745;
7;745;744;
8;744;60;
9;60;61;
10;62;63;
11;63;64;
12;64;65;
13;65;66;
14;66;67;
15;67;674;
16;674;68;
17;75;83;
18;83;697;
19;655;90;
20;90;748;
21;748;91;
22;91;92;
23;92;93;
24;93;94;
25;94;95;
26;95;96;
27;96;97;
28;97;747;
29;747;98;
30;98;99;
31;99;746;
32;746;100;
33;100;101;
34;101;102;
35;102;58;
36;104;105;
37;105;106;
38;106;107;
39;107;171;
40;171;108;
41;108;109;
42;109;110;
43;110;111;
44;111;167;
45;167;112;
46;112;113;
47;113;114;
48;114;159;
49;159;115;
50;115;116;
51;116;117;
52;117;118;
53;118;156;
54;156;65;
55;75;753;
56;753;752;
57;752;119;
58;119;751;
59;751;120;
60;120;750;
61;750;749;
62;749;121;
63;121;122;
64;122;123;
65;123;124;
66;124;125;
67;125;126;
68;126;757;
69;757;127;
70;127;655;
71;655;730;
72;730;128;
73;128;129;
74;129;130;
75;130;548;
76;548;131;
77;131;132;
78;89;734;
79;734;733;
80;733;732;
81;732;735;
82;735;731;
83;731;736;
84;736;730;
85;76;671;
86;671;77;
87;77;78;
88;78;79;
89;79;670;
90;670;137;
91;137;80;
92;80;669;
93;669;81;
94;81;668;
95;668;82;
96;82;134;
97;134;178;
98;178;62;
99;138;151;
100;151;153;
101;153;143;
102;165;163;
103;163;173;
104;173;169;
105;169;157;
106;157;176;
107;176;162;
108;162;161;
109;161;168;
110;168;166;
111;166;175;
112;175;172;
113;172;160;
114;160;164;
115;164;174;
116;174;170;
117;170;158;
118;178;177;
119;177;186;
120;186;672;
121;672;182;
122;182;190;
123;190;189;
124;271;214;
125;214;341;
126;341;261;
127;261;391;
128;391;289;
129;361;241;
130;241;371;
131;371;292;
132;292;354;
133;354;275;
134;275;410;
135;410;325;
136;325;394;
137;394;311;
138;311;228;
139;228;380;
140;380;252;
141;252;382;
142;382;300;
143;300;218;
144;218;364;
145;364;666;
146;666;667;
147;667;286;
148;286;192;
149;192;321;
150;321;407;
151;407;273;
152;273;334;
153;334;208;
154;208;287;
155;287;366;
156;366;305;
157;305;386;
158;386;257;
159;257;337;
160;337;372;
161;62;144;
162;144;142;
163;142;150;
164;150;149;
165;309;343;
166;333;408;
167;405;368;
168;368;290;
169;290;227;
170;227;353;
171;353;274;
172;274;408;
173;232;360;
174;360;302;
175;302;220;
176;411;365;
177;207;270;
178;270;404;
179;404;319;
180;319;260;
181;260;390;
182;390;308;
183;309;225;
184;225;350;
185;350;271;
186;119;699;
187;699;700;
188;700;701;
189;701;702;
190;702;703;
191;703;704;
192;704;705;
193;705;398;
194;398;244;
195;244;328;
196;328;200;
197;200;279;
198;279;339;
199;339;232;
200;232;212;
201;212;294;
202;294;375;
203;375;224;
204;224;306;
205;306;388;
206;388;258;
207;258;317;
208;317;401;
209;401;268;
210;268;348;
211;348;203;
212;203;347;
213;347;223;
214;223;304;
215;304;385;
216;385;234;
217;234;316;
218;316;400;
219;400;267;
220;267;378;
221;405;320;
222;320;237;
223;237;365;
224;271;207;
225;207;351;
226;351;272;
227;272;406;
228;406;251;
229;251;285;
230;285;714;
231;714;206;
232;206;332;
233;332;402;
234;402;369;
235;369;240;
236;240;324;
237;324;387;
238;387;198;
239;198;216;
240;216;326;
241;326;242;
242;242;373;
